booking_id,customer_id,service_type,service_price,booking_date,appointment_date,appointment_hour,booking_lead_time_days,past_visit_count,past_cancellation_count,past_no_show_count,payment_method,branch,day_of_week,is_weekend,customer_age,gender,appointment_outcome
BK_01744,CUST_0408,Facial,1500,2025-10-09,2025-10-15,9,6,5,0,0,Online Prepaid,Whitefield,Wednesday,0,18,Other,Show
BK_01745,CUST_1730,Spa & Massage,3000,2025-08-28,2025-09-03,19,6,16,0,0,Online Prepaid,HSR Layout,Wednesday,0,39,Female,Show
BK_01746,CUST_0483,Facial,1500,2025-11-17,2025-12-04,12,17,5,0,0,Pay at Salon (Cash),Koramangala,Thursday,0,43,Male,No-Show
BK_01747,CUST_0134,Facial,1500,2026-01-23,2026-01-24,15,1,1,0,0,Online Prepaid,Indiranagar,Saturday,1,24,Female,Show
BK_01748,CUST_1226,Haircut,500,2025-11-23,2025-11-28,11,5,7,0,0,Online Prepaid,Koramangala,Friday,0,20,Female,Show
BK_01749,CUST_0912,Hair Coloring,2500,2025-12-04,2025-12-09,13,5,4,0,0,UPI Prepaid,Koramangala,Tuesday,0,19,Male,Show
BK_01750,CUST_0429,Hair Treatment,4000,2026-01-06,2026-01-09,13,3,11,0,0,Pay at Salon (Cash),Indiranagar,Friday,0,38,Female,Show
BK_01751,CUST_1591,Facial,1500,2026-01-06,2026-01-08,12,2,2,0,0,Card on File,Koramangala,Thursday,0,25,Female,No-Show
BK_01752,CUST_1383,Haircut,500,2025-11-13,2025-11-16,19,3,3,0,0,UPI Prepaid,HSR Layout,Sunday,1,18,Male,No-Show
BK_01753,CUST_1701,Spa & Massage,3000,2025-09-04,2025-09-08,12,4,5,0,0,UPI Prepaid,Jayanagar,Monday,0,21,Other,Show
BK_01754,CUST_1082,Spa & Massage,3000,2026-01-10,2026-01-16,19,6,7,0,0,Pay at Salon (Cash),Indiranagar,Friday,0,28,Other,Show
BK_01755,CUST_0462,Haircut,500,2025-11-16,2025-11-17,10,1,1,0,0,Online Prepaid,Whitefield,Monday,0,45,Female,Show
BK_01756,CUST_1855,Hair Coloring,2500,2025-09-21,2025-09-29,16,8,1,0,0,Online Prepaid,Koramangala,Monday,0,25,Male,Show
BK_01757,CUST_1055,Haircut,500,2025-11-15,2025-11-27,18,12,4,0,0,Card on File,Koramangala,Thursday,0,27,Female,Show
BK_01758,CUST_0570,Spa & Massage,3000,2026-01-09,2026-01-11,18,2,3,0,0,Online Prepaid,Jayanagar,Sunday,1,23,Other,Show
BK_01759,CUST_0297,Hair Coloring,2500,2026-02-05,2026-02-12,12,7,8,0,0,Pay at Salon (Cash),Jayanagar,Thursday,0,29,Female,Show
BK_01760,CUST_0430,Bridal Package,15000,2025-11-27,2025-12-17,13,20,1,0,0,Pay at Salon (Cash),HSR Layout,Wednesday,0,19,Female,Show
BK_01761,CUST_1826,Hair Treatment,4000,2026-02-14,2026-02-15,12,1,17,0,0,Card on File,Whitefield,Sunday,1,34,Male,Show
BK_01762,CUST_0382,Haircut,500,2026-02-12,2026-02-16,14,4,19,0,0,UPI Prepaid,Indiranagar,Monday,0,24,Female,Show
BK_01763,CUST_1843,Hair Coloring,2500,2025-12-17,2025-12-22,14,5,9,0,0,Pay at Salon (Cash),Jayanagar,Monday,0,34,Female,Show
BK_01764,CUST_0396,Spa & Massage,3000,2025-12-16,2025-12-23,15,7,9,0,0,Card on File,HSR Layout,Tuesday,0,23,Male,Show
BK_01765,CUST_0618,Haircut,500,2025-12-11,2025-12-26,12,15,4,0,0,UPI Prepaid,Whitefield,Friday,0,30,Male,Show
BK_01766,CUST_0071,Facial,1500,2025-09-14,2025-09-23,13,9,10,0,1,Card on File,Jayanagar,Tuesday,0,21,Female,Show
BK_01767,CUST_1274,Facial,1500,2025-11-06,2025-11-24,11,18,10,2,1,Card on File,Jayanagar,Monday,0,27,Other,Show
BK_01768,CUST_1700,Haircut,500,2025-11-12,2025-11-13,13,1,5,0,0,Pay at Salon (Cash),HSR Layout,Thursday,0,38,Male,Show
BK_01769,CUST_1413,Bridal Package,15000,2025-12-21,2026-01-02,14,12,1,0,0,Online Prepaid,Whitefield,Friday,0,44,Female,Show
BK_01770,CUST_1826,Haircut,500,2025-11-24,2025-12-04,14,10,17,0,0,UPI Prepaid,HSR Layout,Thursday,0,34,Male,Show
BK_01771,CUST_0361,Haircut,500,2026-01-28,2026-02-02,15,5,8,0,0,Card on File,Indiranagar,Monday,0,39,Female,Show
BK_01772,CUST_1851,Hair Treatment,4000,2025-12-03,2025-12-05,11,2,11,0,1,UPI Prepaid,Jayanagar,Friday,0,44,Female,Show
BK_01773,CUST_0575,Spa & Massage,3000,2025-10-30,2025-11-03,16,4,8,0,0,UPI Prepaid,Jayanagar,Monday,0,29,Female,Show
BK_01774,CUST_1964,Haircut,500,2026-01-13,2026-01-28,12,15,2,0,0,Pay at Salon (Cash),Jayanagar,Wednesday,0,39,Female,No-Show
BK_01775,CUST_1463,Facial,1500,2025-09-30,2025-10-01,9,1,7,0,0,Pay at Salon (Cash),HSR Layout,Wednesday,0,36,Female,Show
BK_01776,CUST_0340,Hair Treatment,4000,2025-09-04,2025-09-06,13,2,3,0,0,Pay at Salon (Cash),Jayanagar,Saturday,1,34,Female,Show
BK_01777,CUST_0191,Haircut,500,2026-01-29,2026-01-31,18,2,1,0,0,UPI Prepaid,Whitefield,Saturday,1,37,Male,Show
BK_01778,CUST_0546,Haircut,500,2025-10-06,2025-10-08,18,2,2,0,0,Card on File,Koramangala,Wednesday,0,24,Male,No-Show
BK_01779,CUST_1757,Hair Coloring,2500,2025-10-18,2025-10-20,19,2,3,0,0,Pay at Salon (Cash),Jayanagar,Monday,0,22,Male,Show
BK_01780,CUST_1133,Haircut,500,2026-01-27,2026-02-08,15,12,3,0,0,Online Prepaid,Indiranagar,Sunday,1,27,Male,Show
BK_01781,CUST_0635,Hair Coloring,2500,2026-02-20,2026-02-24,13,4,7,0,0,Pay at Salon (Cash),Indiranagar,Tuesday,0,27,Female,No-Show
BK_01782,CUST_0013,Haircut,500,2025-10-30,2025-11-06,14,7,5,0,0,Online Prepaid,Koramangala,Thursday,0,24,Female,Show
BK_01783,CUST_1212,Hair Treatment,4000,2026-02-20,2026-02-22,15,2,5,0,0,UPI Prepaid,Jayanagar,Sunday,1,24,Female,Show
BK_01784,CUST_0873,Haircut,500,2026-01-01,2026-01-10,10,9,3,0,0,UPI Prepaid,Jayanagar,Saturday,1,37,Female,No-Show
BK_01785,CUST_0793,Bridal Package,15000,2026-02-11,2026-02-13,14,2,1,0,0,Card on File,Indiranagar,Friday,0,48,Male,Show
BK_01786,CUST_1052,Haircut,500,2025-10-08,2025-10-13,12,5,1,0,0,Online Prepaid,Koramangala,Monday,0,25,Female,Show
BK_01787,CUST_1204,Spa & Massage,3000,2025-12-18,2025-12-22,16,4,6,0,0,Pay at Salon (Cash),Koramangala,Monday,0,45,Female,Show
BK_01788,CUST_0838,Haircut,500,2026-02-01,2026-02-02,13,1,4,0,0,Pay at Salon (Cash),Jayanagar,Monday,0,46,Male,Show
BK_01789,CUST_1386,Spa & Massage,3000,2026-02-19,2026-02-20,13,1,5,0,0,Online Prepaid,Whitefield,Friday,0,50,Female,Show
BK_01790,CUST_1079,Haircut,500,2026-02-02,2026-02-13,16,11,5,0,0,Pay at Salon (Cash),HSR Layout,Friday,0,52,Female,Show
BK_01791,CUST_1774,Haircut,500,2025-10-29,2025-11-11,17,13,4,0,0,Online Prepaid,Indiranagar,Tuesday,0,21,Female,Show
BK_01792,CUST_1256,Hair Treatment,4000,2025-12-17,2025-12-20,10,3,1,0,0,Pay at Salon (Cash),HSR Layout,Saturday,1,30,Female,Show
BK_01793,CUST_0727,Bridal Package,15000,2025-12-25,2026-01-10,13,16,3,0,0,UPI Prepaid,Koramangala,Saturday,1,27,Female,Show
BK_01794,CUST_1972,Haircut,500,2026-01-10,2026-01-11,19,1,5,0,0,Online Prepaid,Indiranagar,Sunday,1,20,Female,Show
BK_01795,CUST_0714,Hair Treatment,4000,2025-12-15,2025-12-16,13,1,5,0,0,Online Prepaid,Whitefield,Tuesday,0,35,Female,Show
BK_01796,CUST_0212,Haircut,500,2026-02-03,2026-02-14,16,11,8,0,0,Online Prepaid,Koramangala,Saturday,1,25,Female,Show
BK_01797,CUST_1170,Spa & Massage,3000,2026-01-19,2026-01-31,11,12,3,0,0,Online Prepaid,Jayanagar,Saturday,1,40,Female,Show
BK_01798,CUST_0772,Haircut,500,2025-12-16,2025-12-17,12,1,16,1,2,UPI Prepaid,HSR Layout,Wednesday,0,46,Male,Show
BK_01799,CUST_1128,Facial,1500,2025-11-02,2025-11-07,11,5,3,0,0,UPI Prepaid,Jayanagar,Friday,0,27,Male,Show
BK_01800,CUST_1592,Haircut,500,2026-01-29,2026-01-30,11,1,8,0,0,Pay at Salon (Cash),Indiranagar,Friday,0,28,Male,Show
BK_01801,CUST_1144,Hair Treatment,4000,2026-01-18,2026-01-19,12,1,5,0,0,UPI Prepaid,Jayanagar,Monday,0,33,Male,Show
BK_01802,CUST_0331,Spa & Massage,3000,2025-09-12,2025-09-13,13,1,7,0,0,UPI Prepaid,HSR Layout,Saturday,1,30,Female,No-Show
BK_01803,CUST_1416,Hair Coloring,2500,2025-09-23,2025-09-25,12,2,5,0,0,Card on File,HSR Layout,Thursday,0,41,Male,Show
BK_01804,CUST_0508,Haircut,500,2025-12-26,2026-01-03,11,8,3,0,0,UPI Prepaid,HSR Layout,Saturday,1,28,Male,Show
BK_01805,CUST_0078,Facial,1500,2025-08-21,2025-08-30,16,9,2,0,0,Online Prepaid,Whitefield,Saturday,1,42,Male,No-Show
BK_01806,CUST_1324,Hair Treatment,4000,2025-10-08,2025-10-11,12,3,4,0,0,Pay at Salon (Cash),Whitefield,Saturday,1,35,Male,Show
BK_01807,CUST_0472,Facial,1500,2026-01-14,2026-01-31,20,17,1,0,0,Online Prepaid,Whitefield,Saturday,1,22,Female,Show
BK_01808,CUST_0880,Hair Coloring,2500,2026-01-16,2026-01-19,17,3,5,0,0,Card on File,Indiranagar,Monday,0,33,Female,Show
BK_01809,CUST_0228,Hair Treatment,4000,2025-12-20,2025-12-25,11,5,1,0,0,Pay at Salon (Cash),Koramangala,Thursday,0,42,Female,Show
BK_01810,CUST_1499,Hair Coloring,2500,2026-02-11,2026-02-19,17,8,1,0,0,Card on File,HSR Layout,Thursday,0,51,Female,Show
BK_01811,CUST_1364,Hair Coloring,2500,2026-02-04,2026-02-05,18,1,1,0,0,Pay at Salon (Cash),Koramangala,Thursday,0,38,Female,Show
BK_01812,CUST_0429,Hair Coloring,2500,2026-01-29,2026-02-04,18,6,11,0,0,Online Prepaid,Indiranagar,Wednesday,0,38,Female,Show
BK_01813,CUST_1275,Bridal Package,15000,2025-08-27,2025-09-09,14,13,6,0,0,Pay at Salon (Cash),Jayanagar,Tuesday,0,37,Female,Show
BK_01814,CUST_0522,Facial,1500,2025-10-24,2025-10-27,13,3,3,0,0,Online Prepaid,Koramangala,Monday,0,18,Male,Show
BK_01815,CUST_1554,Spa & Massage,3000,2025-10-10,2025-10-12,13,2,15,1,0,Pay at Salon (Cash),Indiranagar,Sunday,1,37,Male,Show
BK_01816,CUST_1871,Hair Coloring,2500,2025-12-30,2026-01-07,11,8,4,0,0,UPI Prepaid,Indiranagar,Wednesday,0,28,Female,Show
BK_01817,CUST_0691,Haircut,500,2025-10-06,2025-10-07,20,1,2,0,0,Online Prepaid,Jayanagar,Tuesday,0,49,Female,Show
BK_01818,CUST_1090,Bridal Package,15000,2026-02-16,2026-02-20,20,4,6,0,0,Online Prepaid,Koramangala,Friday,0,18,Female,Show
BK_01819,CUST_1050,Bridal Package,15000,2025-11-08,2025-11-09,9,1,4,0,0,Online Prepaid,Indiranagar,Sunday,1,18,Male,No-Show
BK_01820,CUST_1228,Spa & Massage,3000,2025-12-27,2025-12-28,10,1,7,0,0,UPI Prepaid,HSR Layout,Sunday,1,27,Male,Show
BK_01821,CUST_0601,Hair Treatment,4000,2026-01-24,2026-02-11,12,18,5,0,0,Pay at Salon (Cash),Koramangala,Wednesday,0,40,Female,Show
BK_01822,CUST_1687,Hair Treatment,4000,2025-12-14,2025-12-18,13,4,1,0,0,Card on File,Koramangala,Thursday,0,28,Female,No-Show
BK_01823,CUST_0622,Facial,1500,2025-09-23,2025-09-25,13,2,3,0,0,Pay at Salon (Cash),Indiranagar,Thursday,0,36,Male,Show
BK_01824,CUST_0210,Facial,1500,2025-09-01,2025-09-03,15,2,9,0,0,Online Prepaid,Jayanagar,Wednesday,0,36,Female,No-Show
BK_01825,CUST_1539,Haircut,500,2025-12-22,2025-12-26,18,4,3,0,0,Pay at Salon (Cash),Indiranagar,Friday,0,44,Female,Show
BK_01826,CUST_1743,Hair Coloring,2500,2026-01-28,2026-02-06,20,9,3,0,0,Pay at Salon (Cash),HSR Layout,Friday,0,37,Female,Show
BK_01827,CUST_1799,Spa & Massage,3000,2025-10-28,2025-11-05,17,8,16,0,0,UPI Prepaid,HSR Layout,Wednesday,0,23,Male,Show
BK_01828,CUST_0515,Spa & Massage,3000,2025-09-30,2025-10-01,19,1,2,0,0,UPI Prepaid,Whitefield,Wednesday,0,29,Female,Show
BK_01829,CUST_0528,Spa & Massage,3000,2026-01-04,2026-01-20,18,16,5,0,0,Online Prepaid,Indiranagar,Tuesday,0,39,Female,Show
BK_01830,CUST_1728,Facial,1500,2026-01-28,2026-02-09,10,12,11,1,0,Card on File,Indiranagar,Monday,0,18,Female,Show
BK_01831,CUST_1760,Spa & Massage,3000,2025-11-28,2025-11-29,18,1,1,0,0,UPI Prepaid,Whitefield,Saturday,1,39,Female,Show
BK_01832,CUST_0360,Facial,1500,2025-09-13,2025-09-18,13,5,14,0,0,Pay at Salon (Cash),Koramangala,Thursday,0,19,Male,Show
BK_01833,CUST_0493,Facial,1500,2025-08-30,2025-09-07,12,8,2,0,0,Card on File,Jayanagar,Sunday,1,32,Female,No-Show
BK_01834,CUST_0826,Facial,1500,2026-01-25,2026-01-28,13,3,1,0,0,Pay at Salon (Cash),HSR Layout,Wednesday,0,29,Male,Show
BK_01835,CUST_1861,Hair Treatment,4000,2025-11-15,2025-11-17,12,2,1,0,0,UPI Prepaid,Whitefield,Monday,0,34,Female,No-Show
BK_01836,CUST_1122,Haircut,500,2026-01-28,2026-02-07,18,10,18,1,0,Online Prepaid,Whitefield,Saturday,1,24,Other,Show
BK_01837,CUST_1660,Facial,1500,2025-09-10,2025-09-14,11,4,3,0,0,Pay at Salon (Cash),Koramangala,Sunday,1,40,Female,Show
BK_01838,CUST_1338,Hair Coloring,2500,2025-11-19,2025-11-22,17,3,7,0,0,Online Prepaid,Koramangala,Saturday,1,31,Female,Show
BK_01839,CUST_0251,Facial,1500,2026-01-09,2026-01-13,11,4,7,0,0,UPI Prepaid,Indiranagar,Tuesday,0,35,Other,Show
BK_01840,CUST_0019,Haircut,500,2025-10-11,2025-10-14,14,3,2,0,0,Card on File,Indiranagar,Tuesday,0,32,Female,Show
BK_01841,CUST_1410,Spa & Massage,3000,2025-09-15,2025-09-20,17,5,5,0,0,Pay at Salon (Cash),Whitefield,Saturday,1,33,Male,Show
BK_01842,CUST_1679,Haircut,500,2025-10-07,2025-10-10,11,3,1,0,0,Card on File,Jayanagar,Friday,0,32,Male,Show
BK_01843,CUST_1295,Haircut,500,2026-01-17,2026-01-21,20,4,18,1,0,Card on File,Jayanagar,Wednesday,0,21,Female,Show
BK_01844,CUST_1594,Facial,1500,2025-12-14,2025-12-20,18,6,4,0,0,Online Prepaid,Whitefield,Saturday,1,32,Female,Show
BK_01845,CUST_0354,Spa & Massage,3000,2026-02-12,2026-02-22,18,10,1,0,0,Online Prepaid,Koramangala,Sunday,1,47,Male,No-Show
BK_01846,CUST_0979,Haircut,500,2025-09-28,2025-09-29,11,1,1,0,0,Pay at Salon (Cash),Jayanagar,Monday,0,46,Female,No-Show
BK_01847,CUST_0786,Spa & Massage,3000,2025-12-06,2025-12-08,10,2,2,0,0,Pay at Salon (Cash),Whitefield,Monday,0,35,Other,No-Show
BK_01848,CUST_0185,Haircut,500,2025-12-25,2025-12-27,16,2,1,0,0,Card on File,Koramangala,Saturday,1,30,Female,Show
BK_01849,CUST_1418,Hair Treatment,4000,2025-09-22,2025-09-27,19,5,4,0,0,UPI Prepaid,Indiranagar,Saturday,1,38,Female,Show
BK_01850,CUST_1883,Hair Coloring,2500,2025-12-14,2025-12-15,12,1,2,0,0,Pay at Salon (Cash),Whitefield,Monday,0,35,Male,Show
BK_01851,CUST_0782,Hair Coloring,2500,2025-10-13,2025-11-03,11,21,5,0,0,Card on File,Jayanagar,Monday,0,26,Female,Show
BK_01852,CUST_0942,Facial,1500,2025-09-09,2025-09-23,9,14,1,0,0,Pay at Salon (Cash),Koramangala,Tuesday,0,31,Male,No-Show
BK_01853,CUST_0093,Facial,1500,2026-02-22,2026-02-23,16,1,7,0,0,UPI Prepaid,Whitefield,Monday,0,38,Male,Show
BK_01854,CUST_1268,Haircut,500,2025-09-25,2025-09-26,19,1,6,0,0,Online Prepaid,HSR Layout,Friday,0,25,Male,No-Show
BK_01855,CUST_1678,Haircut,500,2025-11-25,2025-12-01,19,6,1,0,0,UPI Prepaid,Indiranagar,Monday,0,44,Male,Show
BK_01856,CUST_1995,Hair Coloring,2500,2025-09-06,2025-09-09,13,3,3,0,0,Card on File,Koramangala,Tuesday,0,36,Female,Show
BK_01857,CUST_1448,Spa & Massage,3000,2025-09-22,2025-09-29,20,7,6,0,0,UPI Prepaid,Koramangala,Monday,0,43,Male,Show
BK_01858,CUST_1937,Haircut,500,2025-09-26,2025-10-02,12,6,13,0,0,Card on File,Jayanagar,Thursday,0,37,Male,Show
BK_01859,CUST_0654,Hair Treatment,4000,2025-12-06,2025-12-07,10,1,4,0,0,Online Prepaid,Jayanagar,Sunday,1,36,Female,No-Show
BK_01860,CUST_1971,Haircut,500,2025-12-18,2026-01-01,9,14,3,0,0,Card on File,Indiranagar,Thursday,0,53,Female,No-Show
BK_01861,CUST_0577,Spa & Massage,3000,2025-12-24,2025-12-26,20,2,5,0,0,Pay at Salon (Cash),HSR Layout,Friday,0,19,Female,Show
BK_01862,CUST_0719,Haircut,500,2025-11-04,2025-11-15,20,11,7,0,0,Card on File,Indiranagar,Saturday,1,22,Male,Show
BK_01863,CUST_1784,Haircut,500,2025-12-30,2026-01-01,18,2,1,0,0,Pay at Salon (Cash),Koramangala,Thursday,0,29,Male,Show
BK_01864,CUST_0544,Spa & Massage,3000,2025-11-04,2025-11-07,12,3,4,0,0,Pay at Salon (Cash),Jayanagar,Friday,0,21,Male,Show
BK_01865,CUST_0319,Bridal Package,15000,2025-08-31,2025-09-08,18,8,1,0,0,Pay at Salon (Cash),Indiranagar,Monday,0,55,Female,Show
BK_01866,CUST_0662,Hair Coloring,2500,2025-09-24,2025-10-05,13,11,12,0,0,UPI Prepaid,HSR Layout,Sunday,1,28,Male,Show
BK_01867,CUST_0934,Facial,1500,2025-12-24,2025-12-25,20,1,6,0,0,Card on File,Koramangala,Thursday,0,37,Male,No-Show
BK_01868,CUST_0818,Haircut,500,2025-10-12,2025-10-13,17,1,4,0,0,Pay at Salon (Cash),Whitefield,Monday,0,21,Male,Show
BK_01869,CUST_1500,Haircut,500,2026-02-17,2026-02-22,19,5,3,0,0,Pay at Salon (Cash),Koramangala,Sunday,1,23,Male,Show
BK_01870,CUST_1289,Haircut,500,2025-10-15,2025-10-16,15,1,7,0,0,UPI Prepaid,Koramangala,Thursday,0,19,Female,Show
BK_01871,CUST_0529,Hair Coloring,2500,2025-08-23,2025-09-08,16,16,13,0,0,UPI Prepaid,Koramangala,Monday,0,18,Female,Show
BK_01872,CUST_1336,Spa & Massage,3000,2025-10-06,2025-10-13,15,7,5,0,0,UPI Prepaid,HSR Layout,Monday,0,50,Female,No-Show
BK_01873,CUST_1531,Hair Treatment,4000,2025-09-22,2025-09-25,10,3,1,0,0,Online Prepaid,Jayanagar,Thursday,0,19,Male,Show
BK_01874,CUST_0113,Haircut,500,2025-10-12,2025-10-20,10,8,6,0,0,Pay at Salon (Cash),Jayanagar,Monday,0,48,Female,No-Show
BK_01875,CUST_0518,Hair Coloring,2500,2026-01-24,2026-02-02,12,9,2,0,0,Card on File,Koramangala,Monday,0,18,Male,Show
BK_01876,CUST_1572,Hair Coloring,2500,2026-01-15,2026-01-19,16,4,3,0,0,Pay at Salon (Cash),Whitefield,Monday,0,34,Female,Show
BK_01877,CUST_1497,Haircut,500,2025-12-26,2026-01-04,11,9,6,0,0,Card on File,Indiranagar,Sunday,1,36,Female,Show
BK_01878,CUST_1474,Haircut,500,2025-10-01,2025-10-10,10,9,1,0,0,UPI Prepaid,Koramangala,Friday,0,34,Female,No-Show
BK_01879,CUST_1385,Hair Treatment,4000,2025-11-30,2025-12-09,10,9,17,3,2,Online Prepaid,Indiranagar,Tuesday,0,22,Female,No-Show
BK_01880,CUST_1430,Spa & Massage,3000,2025-09-07,2025-09-12,9,5,3,0,0,UPI Prepaid,HSR Layout,Friday,0,18,Male,Show
BK_01881,CUST_0152,Spa & Massage,3000,2025-11-11,2025-12-03,16,22,6,0,0,UPI Prepaid,Koramangala,Wednesday,0,30,Other,Show
BK_01882,CUST_0852,Facial,1500,2025-09-13,2025-09-15,20,2,4,0,0,Online Prepaid,Jayanagar,Monday,0,25,Male,Show
BK_01883,CUST_1080,Hair Coloring,2500,2025-10-27,2025-11-15,12,19,2,0,0,Card on File,Koramangala,Saturday,1,25,Female,No-Show
BK_01884,CUST_1020,Haircut,500,2025-12-21,2025-12-25,9,4,4,0,0,Card on File,Koramangala,Thursday,0,18,Male,No-Show
BK_01885,CUST_1701,Haircut,500,2026-01-05,2026-01-13,17,8,5,0,0,Card on File,HSR Layout,Tuesday,0,21,Other,Show
BK_01886,CUST_1721,Hair Coloring,2500,2025-11-13,2025-11-14,16,1,2,0,0,Pay at Salon (Cash),Indiranagar,Friday,0,35,Male,Show
BK_01887,CUST_0784,Facial,1500,2025-08-20,2025-08-31,13,11,2,0,0,Online Prepaid,Jayanagar,Sunday,1,43,Male,Show
BK_01888,CUST_0388,Hair Coloring,2500,2025-11-19,2025-11-25,18,6,6,0,0,Pay at Salon (Cash),Indiranagar,Tuesday,0,18,Male,Show
BK_01889,CUST_1991,Spa & Massage,3000,2026-01-28,2026-02-01,19,4,3,0,0,Online Prepaid,Koramangala,Sunday,1,19,Female,Show
BK_01890,CUST_1130,Hair Treatment,4000,2026-01-06,2026-01-07,17,1,2,0,0,UPI Prepaid,Indiranagar,Wednesday,0,41,Female,Show
BK_01891,CUST_0999,Haircut,500,2025-09-16,2025-09-17,10,1,7,0,0,Online Prepaid,HSR Layout,Wednesday,0,46,Female,Show
BK_01892,CUST_1254,Bridal Package,15000,2026-01-19,2026-01-22,12,3,27,3,2,Online Prepaid,Whitefield,Thursday,0,23,Female,Show
BK_01893,CUST_1045,Hair Treatment,4000,2026-01-03,2026-01-05,17,2,9,0,0,Online Prepaid,Koramangala,Monday,0,28,Female,Show
BK_01894,CUST_1048,Hair Coloring,2500,2026-01-12,2026-01-14,18,2,10,0,0,Pay at Salon (Cash),Koramangala,Wednesday,0,32,Female,Show
BK_01895,CUST_1174,Haircut,500,2025-10-14,2025-10-16,18,2,2,0,0,Pay at Salon (Cash),Whitefield,Thursday,0,30,Female,Show
BK_01896,CUST_1346,Haircut,500,2025-11-13,2025-11-20,19,7,12,0,0,Pay at Salon (Cash),Koramangala,Thursday,0,32,Male,Show
BK_01897,CUST_0549,Facial,1500,2025-09-14,2025-09-15,18,1,2,0,0,Card on File,Jayanagar,Monday,0,51,Female,No-Show
BK_01898,CUST_0337,Hair Treatment,4000,2025-09-08,2025-09-16,12,8,3,0,0,Online Prepaid,Jayanagar,Tuesday,0,27,Female,Show
BK_01899,CUST_0859,Haircut,500,2025-12-10,2025-12-12,13,2,2,0,0,Online Prepaid,Indiranagar,Friday,0,18,Female,Show
BK_01900,CUST_1520,Facial,1500,2025-12-06,2025-12-11,14,5,2,0,0,Pay at Salon (Cash),Indiranagar,Thursday,0,19,Female,Show
BK_01901,CUST_1503,Spa & Massage,3000,2025-08-31,2025-09-24,15,24,3,0,0,UPI Prepaid,Indiranagar,Wednesday,0,31,Female,Show
BK_01902,CUST_1820,Hair Treatment,4000,2025-12-23,2025-12-26,11,3,7,0,0,Pay at Salon (Cash),Jayanagar,Friday,0,26,Male,Show
BK_01903,CUST_0418,Spa & Massage,3000,2026-01-20,2026-01-22,20,2,6,0,0,Online Prepaid,Whitefield,Thursday,0,33,Female,No-Show
BK_01904,CUST_1521,Bridal Package,15000,2025-09-19,2025-09-20,13,1,6,0,0,UPI Prepaid,Jayanagar,Saturday,1,40,Male,Show
BK_01905,CUST_1739,Hair Treatment,4000,2026-01-26,2026-02-12,13,17,15,0,1,UPI Prepaid,Whitefield,Thursday,0,42,Female,No-Show
BK_01906,CUST_0718,Hair Coloring,2500,2025-09-28,2025-10-17,19,19,13,0,0,Card on File,Koramangala,Friday,0,30,Other,No-Show
BK_01907,CUST_1909,Spa & Massage,3000,2025-10-25,2025-10-31,13,6,5,0,0,Pay at Salon (Cash),Whitefield,Friday,0,25,Male,Show
BK_01908,CUST_0759,Hair Coloring,2500,2025-10-28,2025-10-31,12,3,1,0,0,Card on File,Whitefield,Friday,0,18,Male,Show
BK_01909,CUST_0719,Hair Coloring,2500,2026-02-15,2026-02-20,17,5,7,0,0,Pay at Salon (Cash),Jayanagar,Friday,0,22,Male,No-Show
BK_01910,CUST_0493,Spa & Massage,3000,2025-08-25,2025-09-24,16,30,2,0,0,Pay at Salon (Cash),Indiranagar,Wednesday,0,32,Female,No-Show
BK_01911,CUST_1652,Haircut,500,2026-02-02,2026-02-06,17,4,6,0,0,UPI Prepaid,Jayanagar,Friday,0,22,Female,Show
BK_01912,CUST_1421,Facial,1500,2025-09-11,2025-09-13,15,2,3,0,0,Online Prepaid,HSR Layout,Saturday,1,33,Female,Show
BK_01913,CUST_0349,Spa & Massage,3000,2025-12-13,2025-12-14,19,1,8,0,1,Pay at Salon (Cash),Koramangala,Sunday,1,41,Female,Show
BK_01914,CUST_0197,Haircut,500,2025-11-04,2025-11-08,10,4,1,0,0,Online Prepaid,Indiranagar,Saturday,1,37,Other,Show
BK_01915,CUST_0732,Hair Treatment,4000,2025-12-19,2025-12-27,18,8,4,0,0,Pay at Salon (Cash),Whitefield,Saturday,1,39,Female,Show
BK_01916,CUST_0590,Hair Treatment,4000,2026-01-08,2026-01-29,12,21,12,1,1,Online Prepaid,HSR Layout,Thursday,0,25,Female,Show
BK_01917,CUST_0020,Bridal Package,15000,2026-01-09,2026-01-15,19,6,3,0,0,Online Prepaid,Jayanagar,Thursday,0,34,Female,Show
BK_01918,CUST_1458,Spa & Massage,3000,2025-10-09,2025-10-13,18,4,13,0,0,Card on File,Jayanagar,Monday,0,31,Male,Show
BK_01919,CUST_1956,Hair Coloring,2500,2025-10-19,2025-10-21,13,2,2,0,0,Card on File,HSR Layout,Tuesday,0,24,Female,Show
BK_01920,CUST_0755,Hair Treatment,4000,2025-12-15,2025-12-29,12,14,6,0,0,Pay at Salon (Cash),Whitefield,Monday,0,43,Male,No-Show
BK_01921,CUST_1087,Spa & Massage,3000,2026-02-14,2026-02-15,10,1,2,0,0,Online Prepaid,Koramangala,Sunday,1,38,Female,Show
BK_01922,CUST_0339,Hair Treatment,4000,2025-11-21,2025-11-30,17,9,8,1,1,Card on File,HSR Layout,Sunday,1,30,Male,No-Show
BK_01923,CUST_0165,Hair Treatment,4000,2026-02-03,2026-02-10,16,7,1,0,0,Card on File,HSR Layout,Tuesday,0,31,Female,Show
